id_operacion,fecha_originacion,producto,canal,region,monto_original,plazo_meses,renta,carga_financiera,antiguedad_meses,score,saldo,dias_mora,fecha_default
B001173,2025-11-24,Microempresa,Convenio,Biobío,8258685,36,1050665,0.2321,6,713,5357019,79,
B001174,2025-02-19,Microempresa,Sucursal,Metropolitana,3058793,48,452017,0.1669,16,801,874747,0,
B001175,2025-04-30,Tarjeta,Sucursal,Metropolitana,1391503,12,703428,0.1998,6,804,1254775,90,2025-05-30
B001176,2025-01-19,Consumo,Sucursal,Otras,1280889,36,468041,0.0911,25,809,695938,0,
B001177,2025-01-14,Automotriz,Digital,Metropolitana,1421021,24,993622,0.0687,9,809,650324,0,
B001178,2025-11-05,Tarjeta,Convenio,Metropolitana,4436720,48,868224,0.1275,5,843,1940712,0,
B001179,2025-12-07,Consumo,Digital,Metropolitana,5438236,18,738089,0.4458,14,680,2408021,0,
B001180,2025-12-09,Consumo,Digital,Metropolitana,640646,48,420000,0.0363,24,832,219408,0,
B001181,2025-11-07,Automotriz,Convenio,Valparaíso,2665245,60,721158,0.0686,10,860,1225982,0,
B001182,2025-03-14,Automotriz,Digital,Otras,800872,12,461682,0.1763,16,747,242214,0,
B001183,2025-05-20,Consumo,Digital,Otras,2459044,18,420000,0.3923,9,689,1437007,31,
B001184,2025-09-20,Consumo,Convenio,Valparaíso,3007180,48,420000,0.1659,25,797,1665813,0,
B001185,2025-09-02,Consumo,Convenio,Biobío,1598805,36,420000,0.127,23,828,1024134,23,
B001186,2025-09-09,Consumo,Sucursal,Biobío,12177106,24,2626243,0.2081,9,803,2722322,0,
B001187,2025-02-17,Consumo,Sucursal,Metropolitana,3748155,36,420000,0.2721,12,751,815303,0,
B001188,2025-07-23,Automotriz,Sucursal,Metropolitana,3262027,48,584251,0.134,34,831,2054579,0,
B001189,2025-03-15,Microempresa,Digital,Metropolitana,10281448,24,1181876,0.435,25,791,3970603,15,
B001190,2025-02-10,Consumo,Digital,Valparaíso,3557195,36,420000,0.2526,41,803,1658259,0,
B001191,2025-05-10,Consumo,Sucursal,Valparaíso,4895804,36,615682,0.2366,5,704,2194913,0,
B001192,2025-10-17,Tarjeta,Convenio,Otras,954838,36,482744,0.062,20,884,538350,0,
B001193,2025-10-30,Consumo,Digital,Metropolitana,2756107,60,448480,0.1149,24,826,2000034,0,
B001194,2025-10-14,Automotriz,Sucursal,Metropolitana,1913500,36,420000,0.1396,9,800,1597816,0,
B001195,2025-06-08,Tarjeta,Sucursal,Metropolitana,7889146,36,1289262,0.1835,72,947,2860776,0,
B001196,2025-01-11,Microempresa,Sucursal,Valparaíso,3524412,60,735891,0.0858,26,912,1676778,0,
B001197,2025-11-04,Consumo,Digital,Metropolitana,3596853,60,1771696,0.0372,41,911,1270868,0,
B001198,2025-09-24,Consumo,Digital,Biobío,14398659,36,1639173,0.2799,3,854,2008661,0,
B001199,2025-10-01,Microempresa,Sucursal,Otras,1585339,36,548703,0.0963,26,838,724959,0,
B001200,2025-02-19,Microempresa,Sucursal,Valparaíso,5526263,18,768950,0.4587,17,663,2758564,0,
B001201,2025-05-21,Consumo,Sucursal,Biobío,2117635,24,923434,0.1055,46,852,1201443,0,
B001202,2025-05-01,Consumo,Sucursal,Otras,3050941,24,420000,0.3337,9,726,2352507,8,
B001203,2025-03-19,Consumo,Sucursal,Metropolitana,1734430,36,549062,0.1035,7,822,1152288,0,
B001204,2025-07-01,Consumo,Digital,Metropolitana,7565226,18,1177462,0.4276,12,674,2935341,18,
B001205,2025-10-05,Consumo,Digital,Metropolitana,7495182,60,3010094,0.045,13,889,6258972,0,
B001206,2025-01-10,Consumo,Convenio,Valparaíso,4744482,48,607889,0.1824,16,799,3084192,0,
B001207,2025-02-13,Consumo,Sucursal,Valparaíso,1155360,24,517789,0.1082,11,806,348163,0,
B001208,2025-06-15,Tarjeta,Digital,Valparaíso,6282919,60,922601,0.1263,17,821,1871021,0,
B001209,2025-04-13,Consumo,Sucursal,Otras,14605540,48,2247502,0.1633,14,898,3457010,0,
B001210,2025-09-27,Automotriz,Sucursal,Metropolitana,3611457,60,683369,0.1049,21,828,1222851,0,
B001211,2025-09-25,Consumo,Digital,Metropolitana,591086,24,420000,0.0698,13,742,473812,0,
B001212,2025-10-06,Microempresa,Digital,Metropolitana,4010542,24,676413,0.3003,24,809,2740035,0,
B001213,2025-12-02,Tarjeta,Sucursal,Metropolitana,1243141,24,420000,0.1414,5,775,1218069,194,2026-07-30
B001214,2025-02-24,Consumo,Digital,Otras,2908482,36,875023,0.1105,42,878,512853,0,
B001215,2025-12-25,Automotriz,Digital,Metropolitana,10646583,36,1675584,0.1987,8,845,6659471,0,
B001216,2025-01-31,Consumo,Convenio,Valparaíso,5954213,36,776669,0.2478,24,809,3638750,0,
B001217,2025-06-25,Microempresa,Digital,Otras,2557223,48,482206,0.1343,19,795,812848,0,
B001218,2025-11-19,Tarjeta,Digital,Metropolitana,5740103,24,898452,0.3153,27,678,3590269,259,2027-08-11
B001219,2025-08-02,Tarjeta,Sucursal,Metropolitana,2315318,36,665281,0.1167,7,763,1937788,0,
B001220,2025-06-01,Consumo,Digital,Metropolitana,5954818,24,750671,0.3671,17,668,974871,0,
B001221,2025-12-25,Consumo,Sucursal,Otras,6409099,60,860427,0.1377,16,820,2064813,0,
B001222,2025-08-05,Tarjeta,Convenio,Metropolitana,561593,48,454566,0.0275,10,780,254701,0,
B001223,2025-11-11,Consumo,Digital,Valparaíso,6909677,24,819457,0.3858,13,752,2220969,43,
B001224,2025-12-21,Consumo,Sucursal,Valparaíso,1713306,60,420000,0.0768,17,797,968489,0,
B001225,2025-12-21,Tarjeta,Digital,Valparaíso,1957244,36,719665,0.091,9,791,1034786,0,
B001226,2025-02-15,Consumo,Sucursal,Otras,3263053,36,420000,0.2438,12,639,1989826,228,2026-01-11
B001227,2025-05-25,Consumo,Digital,Metropolitana,9456092,18,1263301,0.4913,15,711,7937920,90,2026-01-20
B001228,2025-01-25,Consumo,Sucursal,Otras,6997316,60,1009407,0.1258,19,804,1796774,0,
B001229,2025-08-09,Consumo,Sucursal,Metropolitana,3610047,48,875119,0.0945,4,905,416373,0,
B001230,2025-03-04,Automotriz,Sucursal,Otras,8056811,48,1517494,0.1261,18,851,4131879,0,
B001231,2025-09-28,Consumo,Sucursal,Otras,4088951,36,640437,0.2029,45,834,2916243,90,2025-11-27
B001232,2025-01-04,Tarjeta,Sucursal,Biobío,1584620,60,420000,0.0751,16,817,947416,0,
B001233,2025-02-21,Microempresa,Convenio,Metropolitana,6609268,24,997030,0.3234,26,745,5260086,3,
B001234,2025-10-06,Tarjeta,Sucursal,Metropolitana,1934374,18,420000,0.2937,2,698,1770832,228,2026-05-04
B001235,2025-05-29,Consumo,Sucursal,Biobío,1161707,60,772009,0.028,28,938,125940,0,
B001236,2025-02-04,Microempresa,Digital,Biobío,3099283,24,526514,0.2793,14,782,2003037,0,
B001237,2025-01-18,Consumo,Digital,Biobío,16902522,24,2133643,0.379,24,719,2540299,0,
B001238,2025-09-05,Tarjeta,Sucursal,Valparaíso,3049736,60,482245,0.1199,38,835,2284116,0,
B001239,2025-12-09,Tarjeta,Sucursal,Valparaíso,1061123,48,449243,0.0572,27,875,703920,0,
B001240,2025-02-01,Tarjeta,Convenio,Metropolitana,3438487,24,630702,0.2674,18,727,1968406,0,
B001241,2025-04-04,Consumo,Convenio,Otras,2209472,48,431719,0.1273,37,849,896359,0,
B001242,2025-04-01,Consumo,Sucursal,Metropolitana,13979451,18,1674803,0.5498,39,743,9020649,0,
B001243,2025-02-22,Consumo,Convenio,Valparaíso,2720704,48,432961,0.1494,35,813,1009261,0,
B001244,2025-12-16,Consumo,Digital,Metropolitana,5449400,60,992448,0.1017,25,918,4345229,0,
B001245,2025-11-10,Tarjeta,Convenio,Metropolitana,2082742,24,564525,0.1775,37,832,1911448,90,2026-05-09
B001246,2025-12-28,Tarjeta,Digital,Metropolitana,6005833,36,972309,0.2087,16,770,4222205,153,2026-06-26
B001247,2025-09-15,Tarjeta,Sucursal,Metropolitana,987595,12,570774,0.1538,7,718,592117,0,
B001248,2025-08-18,Microempresa,Sucursal,Metropolitana,4182545,48,492236,0.2046,17,811,2218660,0,
B001249,2025-11-05,Tarjeta,Sucursal,Metropolitana,4752822,48,837037,0.1357,28,822,3734185,0,
B001250,2025-02-01,Tarjeta,Digital,Metropolitana,6895682,36,873421,0.2501,6,724,1354857,0,
B001251,2025-12-22,Consumo,Convenio,Otras,6209727,24,1301645,0.2356,12,853,1637897,0,
B001252,2025-05-06,Tarjeta,Sucursal,Metropolitana,3986902,24,462756,0.4209,23,705,2392739,0,
B001253,2025-01-03,Tarjeta,Digital,Valparaíso,2487613,24,588305,0.2052,44,853,652802,0,
B001254,2025-05-12,Tarjeta,Convenio,Otras,1954559,48,420000,0.1134,20,798,1858546,90,2025-07-11
B001255,2025-05-19,Automotriz,Sucursal,Biobío,10802408,48,1525409,0.1798,13,861,4831329,0,
B001256,2025-11-04,Consumo,Sucursal,Biobío,1382307,48,424881,0.0813,45,895,527420,0,
B001257,2025-03-30,Consumo,Convenio,Biobío,3567961,36,695954,0.1609,44,868,942666,0,
B001258,2025-01-22,Consumo,Digital,Otras,4429217,36,699149,0.213,16,794,2748661,0,
B001259,2025-02-13,Microempresa,Sucursal,Metropolitana,4527102,12,1350779,0.3277,16,813,1471431,0,
B001260,2025-10-31,Automotriz,Digital,Valparaíso,2809704,60,420000,0.1235,29,824,1708769,225,2026-02-28
B001261,2025-03-10,Tarjeta,Sucursal,Metropolitana,3417899,24,420000,0.3961,24,680,1936695,102,2026-01-04
B001262,2025-01-05,Microempresa,Digital,Biobío,2142212,24,1196582,0.0879,32,908,1248236,0,
B001263,2025-09-15,Consumo,Digital,Biobío,3796895,48,948170,0.0914,37,867,2048908,0,
B001264,2025-07-31,Tarjeta,Sucursal,Valparaíso,4479128,60,604412,0.1323,27,850,2111627,22,
B001265,2025-01-24,Tarjeta,Sucursal,Otras,4040716,48,610619,0.1582,33,789,3221108,0,
B001266,2025-12-30,Tarjeta,Digital,Metropolitana,2970389,36,463129,0.2097,7,734,804509,0,
B001267,2025-12-04,Microempresa,Sucursal,Biobío,4001894,36,484120,0.2604,30,755,1014627,0,
B001268,2025-03-27,Consumo,Digital,Valparaíso,3406421,48,420000,0.1906,38,790,1691721,0,
B001269,2025-07-06,Consumo,Digital,Otras,1164661,60,613634,0.0351,7,810,952709,0,
B001270,2025-10-07,Consumo,Sucursal,Otras,3212006,24,420000,0.3422,31,709,3035928,152,2025-12-06
B001271,2025-05-02,Consumo,Digital,Metropolitana,4477712,12,796185,0.4995,31,747,3794850,0,
B001272,2025-05-24,Consumo,Sucursal,Biobío,2314984,60,591571,0.072,11,806,1212679,0,
B001273,2025-06-11,Microempresa,Sucursal,Metropolitana,4150820,36,499686,0.2574,7,727,2681432,0,
B001274,2025-06-07,Consumo,Sucursal,Otras,1850160,48,453243,0.1035,5,851,642781,17,
B001275,2025-09-30,Consumo,Convenio,Valparaíso,6307735,24,1105049,0.2536,18,796,3653493,0,
B001276,2025-04-18,Consumo,Digital,Otras,5711573,36,1206751,0.1531,19,890,1586803,0,
B001277,2025-12-25,Tarjeta,Convenio,Otras,1587352,60,542081,0.055,31,853,1318707,188,2026-11-20
B001278,2025-09-15,Consumo,Digital,Biobío,2232321,36,420000,0.1692,15,736,941364,0,
B001279,2025-01-05,Automotriz,Sucursal,Metropolitana,1649118,48,504167,0.0785,5,851,847825,0,
B001280,2025-03-19,Automotriz,Sucursal,Valparaíso,1951721,24,469019,0.1977,9,729,668226,0,
B001281,2025-09-29,Consumo,Sucursal,Otras,1515614,36,481696,0.0941,17,835,709548,0,
B001282,2025-05-14,Automotriz,Digital,Metropolitana,1888754,24,576080,0.1656,14,783,724751,0,
B001283,2025-05-14,Consumo,Digital,Valparaíso,4385281,18,547396,0.5149,34,670,3448550,203,2025-11-10
B001284,2025-04-17,Consumo,Digital,Metropolitana,1648559,36,656743,0.0847,14,821,623627,0,
B001285,2025-06-05,Consumo,Sucursal,Biobío,5941447,36,958601,0.2,38,892,2898513,0,
B001286,2025-11-20,Microempresa,Sucursal,Biobío,3868020,36,544961,0.2236,28,825,1183382,0,
B001287,2025-03-25,Consumo,Convenio,Biobío,1722020,60,460163,0.0744,7,800,1471785,243,2025-10-21
B001288,2025-10-11,Automotriz,Digital,Metropolitana,3943652,48,645297,0.148,22,807,2163642,0,
B001289,2025-10-14,Tarjeta,Digital,Biobío,6403570,36,966080,0.1954,14,839,2755205,0,
B001290,2025-01-03,Consumo,Convenio,Valparaíso,1977917,24,1067699,0.0882,20,787,1470484,0,
B001291,2025-06-15,Tarjeta,Digital,Otras,1149692,36,515383,0.0707,16,782,372079,0,
B001292,2025-03-09,Consumo,Digital,Otras,3140501,36,420000,0.2342,13,714,1939239,0,
B001293,2025-12-05,Consumo,Sucursal,Otras,2473835,48,467758,0.1174,33,810,1152538,0,
B001294,2025-12-12,Consumo,Convenio,Otras,2589747,60,556036,0.0901,46,950,1965099,0,
B001295,2025-09-19,Automotriz,Digital,Metropolitana,8952184,48,1005649,0.2071,11,781,4127060,0,
B001296,2025-06-17,Automotriz,Convenio,Otras,3308101,48,420000,0.1882,21,754,2583336,211,2026-10-10
B001297,2025-10-01,Microempresa,Sucursal,Otras,2064160,12,581705,0.3505,41,710,791725,0,
B001298,2025-12-04,Tarjeta,Sucursal,Metropolitana,17162626,60,2211453,0.1493,24,880,9198680,0,
B001299,2025-05-27,Tarjeta,Digital,Metropolitana,1410462,36,420000,0.1082,17,718,382710,0,
B001300,2025-08-15,Consumo,Sucursal,Biobío,4739900,48,978139,0.108,61,922,3359526,0,
B001301,2025-12-02,Tarjeta,Sucursal,Metropolitana,11256873,24,2312639,0.235,14,790,9170271,0,
B001302,2025-07-28,Consumo,Digital,Metropolitana,1197118,48,605517,0.05,19,858,994617,0,
B001303,2025-07-23,Automotriz,Convenio,Otras,6600250,48,922050,0.1704,44,913,1415180,0,
B001304,2025-05-23,Consumo,Sucursal,Valparaíso,10214821,48,1260254,0.1975,43,918,5434202,0,
B001305,2025-08-03,Consumo,Sucursal,Metropolitana,2892993,60,495518,0.1067,60,940,1730051,0,
B001306,2025-06-14,Automotriz,Sucursal,Metropolitana,1269360,18,536276,0.1458,15,764,539112,64,
B001307,2025-03-24,Automotriz,Convenio,Metropolitana,1337357,12,661382,0.1995,8,735,1014845,0,
B001308,2025-07-28,Tarjeta,Sucursal,Metropolitana,7818674,36,1212963,0.2042,23,851,4272202,0,
B001309,2025-02-08,Consumo,Sucursal,Biobío,4644916,48,1552126,0.0661,28,881,931518,0,
B001310,2025-03-30,Tarjeta,Digital,Biobío,3712736,48,551594,0.1505,23,828,1624276,0,
B001311,2025-05-31,Consumo,Sucursal,Metropolitana,7656678,36,1338461,0.1851,18,828,2932795,0,
B001312,2025-10-22,Consumo,Digital,Metropolitana,3470162,48,420000,0.2003,17,703,1913973,188,2026-03-21
B001313,2025-09-19,Tarjeta,Digital,Metropolitana,2712033,36,970972,0.0932,18,803,467654,88,
B001314,2025-02-09,Consumo,Convenio,Metropolitana,3676836,36,420000,0.2581,55,747,1660736,23,
B001315,2025-02-12,Consumo,Digital,Otras,1670836,24,420000,0.1994,23,761,1534523,90,2025-09-10
B001316,2025-10-16,Consumo,Sucursal,Metropolitana,2768324,24,482790,0.28,24,794,564816,76,
B001317,2025-07-12,Tarjeta,Convenio,Metropolitana,3105878,24,992899,0.1588,30,880,404096,0,
B001318,2025-04-05,Tarjeta,Digital,Otras,7404347,36,3224250,0.075,5,881,2732094,0,
B001319,2025-01-18,Consumo,Sucursal,Metropolitana,6182331,36,921842,0.206,21,881,1513427,0,
B001320,2025-12-29,Microempresa,Digital,Metropolitana,619577,24,420000,0.0676,13,789,472331,0,
B001321,2025-04-16,Tarjeta,Digital,Otras,3054540,24,815453,0.1889,11,821,1346858,26,
B001322,2025-12-08,Automotriz,Digital,Otras,878973,24,655943,0.0604,37,824,150923,0,
B001323,2025-04-04,Tarjeta,Convenio,Metropolitana,1630642,36,476082,0.1157,26,877,924923,0,
B001324,2025-12-11,Consumo,Digital,Metropolitana,4092182,36,510209,0.2508,11,704,420475,0,
B001325,2025-11-22,Automotriz,Convenio,Otras,4430521,24,730828,0.3048,42,786,1663149,0,
B001326,2025-07-09,Consumo,Sucursal,Metropolitana,6090360,48,812249,0.1859,11,804,3507038,3,
B001327,2025-01-11,Tarjeta,Sucursal,Metropolitana,3907804,48,682557,0.1439,17,789,1912657,0,
B001328,2025-12-04,Microempresa,Sucursal,Metropolitana,6480779,48,786515,0.2072,42,816,5664719,100,2026-04-03
B001329,2025-04-05,Automotriz,Digital,Otras,6246367,36,917449,0.2015,18,808,2338181,0,
B001330,2025-08-27,Tarjeta,Convenio,Metropolitana,3923936,48,556791,0.1664,14,753,1650246,0,
B001331,2025-04-26,Consumo,Convenio,Valparaíso,3653459,18,488103,0.4512,4,649,2762849,191,2025-07-25
B001332,2025-10-22,Consumo,Convenio,Otras,1362936,36,762903,0.0575,29,850,1017892,226,2027-01-15
B001333,2025-01-16,Automotriz,Digital,Metropolitana,7513919,24,982369,0.3406,4,725,2733028,0,
B001334,2025-02-20,Automotriz,Sucursal,Otras,6115046,36,711240,0.2634,40,839,3170432,0,
B001335,2025-01-19,Automotriz,Sucursal,Otras,9004079,48,1022760,0.2104,21,826,5801438,0,
B001336,2025-08-17,Automotriz,Sucursal,Metropolitana,2207496,36,808616,0.0812,24,886,637123,0,
B001337,2025-09-03,Automotriz,Convenio,Metropolitana,9876647,24,1270174,0.3766,19,829,2703394,0,
B001338,2025-07-28,Automotriz,Convenio,Metropolitana,4550336,24,699488,0.3253,18,768,1788097,0,
B001339,2025-12-07,Tarjeta,Sucursal,Metropolitana,4921656,60,727557,0.1345,31,834,3617942,0,
B001340,2025-01-28,Consumo,Convenio,Metropolitana,5513849,36,656654,0.2745,11,725,4362297,0,
B001341,2025-05-26,Consumo,Sucursal,Biobío,9705351,60,1621457,0.1176,8,857,5569721,0,
B001342,2025-01-04,Consumo,Sucursal,Otras,5445907,24,660300,0.3919,10,733,3538926,46,
B001343,2025-07-04,Consumo,Digital,Metropolitana,1131877,36,420000,0.0893,55,896,663619,0,
B001344,2025-10-18,Automotriz,Convenio,Metropolitana,2606059,24,420000,0.3021,29,711,347167,71,
B001345,2025-03-05,Consumo,Digital,Valparaíso,6484765,48,880695,0.1702,22,814,3352151,18,
B001346,2025-11-27,Consumo,Convenio,Otras,5503789,48,682631,0.2016,15,826,2500872,0,
B001347,2025-08-12,Automotriz,Sucursal,Valparaíso,1221147,18,567119,0.1284,18,850,862743,0,
B001348,2025-07-05,Consumo,Sucursal,Valparaíso,3734555,48,545495,0.1639,29,857,539008,0,
B001349,2025-10-08,Consumo,Sucursal,Metropolitana,2057112,48,633990,0.0777,25,905,984757,0,
B001350,2025-02-19,Microempresa,Sucursal,Metropolitana,1569728,36,420000,0.1141,12,822,1250639,0,
B001351,2025-07-22,Automotriz,Digital,Valparaíso,2358335,36,472968,0.1656,37,843,2179892,192,2026-05-18
B001352,2025-06-21,Microempresa,Digital,Metropolitana,3911713,36,1209529,0.1072,20,891,636775,0,
B001353,2025-09-26,Consumo,Sucursal,Otras,5225679,36,746590,0.2305,8,749,2759183,0,
B001354,2025-08-26,Tarjeta,Sucursal,Otras,4785684,24,1682480,0.1406,22,846,2532366,0,
B001355,2025-08-29,Consumo,Convenio,Metropolitana,14852969,18,1933957,0.502,27,802,6338094,0,
B001356,2025-05-19,Tarjeta,Digital,Otras,2766721,12,420000,0.6546,35,512,2334348,387,2025-10-16
B001357,2025-11-02,Consumo,Sucursal,Metropolitana,5266531,18,762609,0.4473,23,710,3702769,0,
B001358,2025-08-17,Consumo,Digital,Valparaíso,2131875,36,454133,0.1574,7,861,1432765,90,2026-11-10
B001359,2025-02-13,Tarjeta,Sucursal,Otras,6549136,60,899372,0.1403,13,763,5803886,259,2026-07-08
B001360,2025-12-14,Microempresa,Sucursal,Metropolitana,2921933,36,765563,0.1273,20,842,2244082,0,
B001361,2025-10-07,Consumo,Convenio,Metropolitana,2667369,24,431760,0.2736,42,861,1960955,258,2027-07-29
B001362,2025-07-15,Consumo,Sucursal,Metropolitana,1112163,18,420000,0.1726,13,782,838137,0,
B001363,2025-09-23,Consumo,Digital,Otras,2963586,24,420000,0.3455,13,693,1435563,0,
B001364,2025-12-15,Microempresa,Convenio,Metropolitana,3843904,36,667263,0.1711,49,843,2797473,0,
B001365,2025-08-27,Consumo,Convenio,Otras,2765722,24,420000,0.3199,18,761,1807668,105,2026-09-21
B001366,2025-12-04,Automotriz,Convenio,Metropolitana,4591768,60,750966,0.1167,35,885,3152988,27,
B001367,2025-07-27,Microempresa,Digital,Valparaíso,3179556,18,420000,0.4575,13,586,2161730,115,2027-08-16
B001368,2025-12-11,Consumo,Digital,Biobío,2770917,24,488431,0.2795,51,798,2702268,167,2028-06-28
B001369,2025-10-01,Automotriz,Digital,Metropolitana,2889338,36,446764,0.2042,6,700,1881709,0,
B001370,2025-04-17,Tarjeta,Sucursal,Metropolitana,1154843,60,549831,0.0401,13,741,409344,0,
B001371,2025-05-14,Tarjeta,Sucursal,Metropolitana,3243626,60,421188,0.1429,24,765,2369860,179,2026-06-08
B001372,2025-09-18,Tarjeta,Sucursal,Biobío,3531954,36,607197,0.1916,11,751,1248190,0,
B001373,2025-04-22,Consumo,Convenio,Otras,2914713,24,971714,0.1511,32,874,1744336,0,
B001374,2025-02-27,Tarjeta,Convenio,Metropolitana,4613002,36,796960,0.175,8,855,1663307,0,
B001375,2025-07-17,Tarjeta,Digital,Metropolitana,1291700,48,429160,0.0729,7,743,1038607,0,
B001376,2025-08-12,Tarjeta,Digital,Metropolitana,3674169,60,477484,0.1482,18,757,2298322,186,2026-03-10
B001377,2025-02-02,Tarjeta,Sucursal,Metropolitana,4567437,24,1998056,0.1135,5,864,3489667,0,
B001378,2025-01-29,Consumo,Digital,Metropolitana,1805809,12,420000,0.4028,43,718,399868,0,
B001379,2025-07-22,Consumo,Convenio,Valparaíso,2808717,48,530466,0.1322,26,805,1837354,0,
B001380,2025-01-27,Consumo,Digital,Valparaíso,2953044,24,420000,0.3486,11,635,2574303,96,2025-07-26
B001381,2025-01-30,Tarjeta,Sucursal,Valparaíso,3702098,24,514008,0.3281,28,798,1862237,0,
B001382,2025-04-01,Consumo,Sucursal,Otras,2391109,36,553395,0.1303,19,804,1597461,0,
B001383,2025-03-22,Automotriz,Sucursal,Biobío,1956893,24,430077,0.2189,14,701,661600,0,
B001384,2025-03-30,Consumo,Digital,Otras,3378139,36,420000,0.2545,21,789,2257701,0,
B001385,2025-05-23,Tarjeta,Convenio,Metropolitana,4360361,36,741090,0.1813,39,858,608014,0,
B001386,2025-06-28,Automotriz,Digital,Metropolitana,2050006,36,888637,0.0738,18,825,1598983,0,
B001387,2025-04-20,Microempresa,Sucursal,Metropolitana,4408556,48,592006,0.1728,16,762,2229517,0,
B001388,2025-04-28,Microempresa,Digital,Metropolitana,3842555,36,784472,0.1525,8,759,1120920,0,
B001389,2025-11-24,Microempresa,Digital,Valparaíso,7574023,48,1194948,0.1511,19,830,3094429,0,
B001390,2025-01-14,Consumo,Sucursal,Metropolitana,1590016,24,420000,0.1794,42,835,1062728,103,2025-05-14
B001391,2025-09-16,Consumo,Sucursal,Metropolitana,1882821,24,472859,0.1983,38,798,1428802,0,
B001392,2025-05-22,Microempresa,Digital,Metropolitana,5901869,18,897890,0.4214,17,715,3467629,177,2026-07-16
B001393,2025-02-09,Microempresa,Sucursal,Biobío,3338860,18,522078,0.416,18,688,2721686,0,
B001394,2025-05-22,Tarjeta,Digital,Valparaíso,3373236,24,652254,0.2381,10,730,712813,0,
B001395,2025-04-23,Consumo,Sucursal,Biobío,3935346,36,1039177,0.1205,16,846,2922782,0,
B001396,2025-11-09,Consumo,Sucursal,Valparaíso,4749178,24,616422,0.3723,8,767,2263365,62,
B001397,2025-08-24,Consumo,Sucursal,Metropolitana,1626449,36,999032,0.0533,19,810,745671,11,
B001398,2025-02-05,Tarjeta,Sucursal,Valparaíso,4609040,48,1363275,0.0747,16,826,2475304,0,
B001399,2025-01-19,Consumo,Convenio,Otras,3272799,36,783834,0.1281,22,846,1024669,0,
B001400,2025-06-21,Consumo,Digital,Metropolitana,3028803,12,681007,0.4427,8,628,2532693,0,
B001401,2025-10-06,Tarjeta,Convenio,Biobío,3625409,60,493502,0.144,10,827,1051035,0,
B001402,2025-12-14,Tarjeta,Digital,Otras,7500993,48,986825,0.1882,20,890,1972440,0,
B001403,2025-01-25,Tarjeta,Digital,Valparaíso,2462544,12,420000,0.5783,35,548,841987,25,
B001404,2025-02-08,Consumo,Digital,Biobío,3240472,36,654890,0.1654,13,748,2425174,0,
B001405,2025-01-31,Consumo,Sucursal,Otras,2594535,24,1348605,0.0897,59,934,2172594,0,
B001406,2025-12-20,Consumo,Digital,Metropolitana,3729432,36,642918,0.1962,9,813,2751012,0,
B001407,2025-03-22,Tarjeta,Sucursal,Valparaíso,4201942,12,496561,0.8519,4,474,2377478,266,2025-09-18
B001408,2025-07-28,Consumo,Convenio,Otras,5046561,60,604826,0.1681,12,778,825766,0,
B001409,2025-05-08,Automotriz,Digital,Valparaíso,899600,36,420000,0.0669,20,813,838763,149,2027-01-28
B001410,2025-12-12,Consumo,Digital,Otras,5647385,36,665279,0.2714,53,783,3505216,0,
B001411,2025-01-06,Consumo,Sucursal,Otras,3340940,18,501864,0.4104,33,695,1410072,0,
B001412,2025-06-04,Consumo,Convenio,Otras,1551980,36,420000,0.1158,13,783,580727,0,
B001413,2025-10-12,Consumo,Digital,Biobío,1414654,60,595824,0.0432,18,911,816921,49,
B001414,2025-04-20,Consumo,Sucursal,Metropolitana,3759236,18,484559,0.4883,18,679,1742707,0,
B001415,2025-12-30,Consumo,Convenio,Valparaíso,5272479,36,725023,0.2145,39,833,4168322,0,
B001416,2025-07-07,Tarjeta,Sucursal,Metropolitana,1874574,60,498119,0.0702,6,813,1328878,0,
B001417,2025-10-08,Tarjeta,Sucursal,Metropolitana,811748,60,420000,0.0365,37,813,149907,35,
B001418,2025-07-06,Automotriz,Sucursal,Otras,3661972,12,420000,0.7894,18,589,2948179,133,2026-04-02
B001419,2025-01-01,Automotriz,Digital,Otras,2135422,60,633485,0.0669,12,807,1186652,0,
B001420,2025-04-22,Consumo,Sucursal,Metropolitana,3475852,60,613788,0.1004,9,778,1403206,0,
B001421,2025-07-22,Tarjeta,Digital,Metropolitana,10250027,36,1755365,0.1726,15,787,8099550,0,
B001422,2025-12-19,Consumo,Digital,Metropolitana,1846610,36,420000,0.1391,36,751,1370240,0,
B001423,2025-04-08,Consumo,Convenio,Metropolitana,2307625,60,420000,0.1012,21,861,1086120,13,
B001424,2025-03-10,Consumo,Digital,Metropolitana,1721269,36,421899,0.1294,14,758,596985,0,
B001425,2025-11-24,Automotriz,Digital,Biobío,3490810,60,467798,0.1498,23,802,1764282,0,
B001426,2025-08-04,Consumo,Sucursal,Otras,1292680,24,420000,0.1375,17,776,872151,0,
B001427,2025-02-26,Microempresa,Sucursal,Metropolitana,3133270,36,611967,0.1531,19,826,1468285,50,
B001428,2025-12-17,Automotriz,Digital,Valparaíso,1514461,18,694523,0.1458,32,819,443847,0,
B001429,2025-04-29,Consumo,Convenio,Metropolitana,4973700,24,742694,0.3094,11,717,1126157,0,
B001430,2025-07-26,Automotriz,Sucursal,Otras,2177200,24,681856,0.1536,21,845,2101187,90,2025-11-23
B001431,2025-05-22,Tarjeta,Sucursal,Valparaíso,6387611,36,1533522,0.129,25,871,2022934,0,
B001432,2025-05-30,Tarjeta,Convenio,Otras,3668924,36,447751,0.2773,36,768,2632162,0,
