id_operacion,producto,region,saldo,score,dias_mora,linea_no_usada,factor_conversion,pd_12m,pd_lifetime,lgd
A014520,Consumo,Metropolitana,877419,857,0,0,0.0,0.005326,0.014362,0.6351
A000789,Consumo,Metropolitana,919750,906,0,0,0.0,0.002754,0.007645,0.5932
A000058,Consumo,Otras,1010555,795,0,0,0.0,0.012226,0.026696,0.6199
A010979,Microempresa,Otras,2176884,838,0,2986972,0.4,0.006875,0.018957,0.4959
A003616,Automotriz,Metropolitana,2843573,812,0,0,0.0,0.009741,0.025533,0.4677
A007865,Consumo,Valparaíso,5071396,911,10,0,0.0,0.002575,0.005415,0.5986
A006677,Tarjeta,Otras,2319075,720,90,1506404,0.4,0.032978,0.080187,0.8167
A011935,Consumo,Metropolitana,2350581,842,0,0,0.0,0.006516,0.019879,0.6127
A006594,Tarjeta,Biobío,2429596,830,0,2741683,0.4,0.007654,0.024338,0.6792
A007749,Microempresa,Valparaíso,1774461,931,0,2531964,0.4,0.001966,0.004864,0.606
A009667,Automotriz,Valparaíso,2258976,878,0,0,0.0,0.004016,0.013472,0.4272
A007556,Automotriz,Metropolitana,9391993,817,0,0,0.0,0.00911,0.021606,0.3495
A008279,Consumo,Metropolitana,436745,801,0,0,0.0,0.011285,0.02794,0.5374
A007525,Tarjeta,Biobío,1846006,723,90,1744723,0.4,0.031709,0.072751,0.8044
A005557,Consumo,Metropolitana,1794245,950,0,0,0.0,0.001522,0.003666,0.6324
A011452,Tarjeta,Valparaíso,386653,826,0,322594,0.4,0.008076,0.019865,0.6592
A005496,Consumo,Biobío,723910,786,53,0,0.0,0.013785,0.03248,0.6046
A010213,Tarjeta,Valparaíso,1030057,815,0,1100679,0.4,0.009358,0.030041,0.8311
A009314,Consumo,Valparaíso,3231214,652,173,0,0.0,0.07875,0.214991,0.6504
A003141,Consumo,Otras,1652751,904,0,0,0.0,0.002829,0.009242,0.6514
A010219,Automotriz,Metropolitana,271043,947,0,0,0.0,0.001584,0.00397,0.3926
A003138,Consumo,Otras,815742,915,85,0,0.0,0.00244,0.00555,0.5904
A014621,Tarjeta,Biobío,705119,934,0,738180,0.4,0.001888,0.005921,0.698
A006855,Consumo,Metropolitana,1682815,950,0,0,0.0,0.001522,0.004257,0.6312
A009254,Consumo,Valparaíso,520511,915,0,0,0.0,0.00244,0.00543,0.693
A000326,Consumo,Metropolitana,294937,919,0,0,0.0,0.002311,0.005636,0.6192
A012457,Tarjeta,Otras,861403,821,0,1561122,0.4,0.008635,0.02368,0.679
A010771,Consumo,Valparaíso,5202359,744,70,0,0.0,0.024063,0.065389,0.5686
A008103,Consumo,Metropolitana,1892083,830,0,0,0.0,0.007654,0.02163,0.6601
A013892,Tarjeta,Valparaíso,5321803,851,0,2378444,0.4,0.005774,0.0131,0.7733
A000322,Automotriz,Valparaíso,2257695,768,41,0,0.0,0.017515,0.049903,0.4002
A013531,Automotriz,Metropolitana,1708194,786,0,0,0.0,0.013785,0.038759,0.4016
A008110,Tarjeta,Metropolitana,1036191,931,0,1506224,0.4,0.001966,0.004385,0.7481
A000591,Consumo,Biobío,837485,817,13,0,0.0,0.00911,0.029378,0.6287
A008240,Tarjeta,Metropolitana,4029180,770,0,8216648,0.4,0.017056,0.051768,0.6936
A000801,Tarjeta,Otras,5867527,879,0,6060698,0.4,0.003962,0.010418,0.7225
A004437,Consumo,Metropolitana,1079468,950,0,0,0.0,0.001522,0.004741,0.6112
A010726,Tarjeta,Metropolitana,931877,808,0,1353954,0.4,0.010276,0.032654,0.655
A003230,Consumo,Otras,897571,751,0,0,0.0,0.021939,0.050003,0.6283
A012796,Consumo,Biobío,786174,938,0,0,0.0,0.001789,0.003894,0.6321
A007247,Automotriz,Metropolitana,282589,820,0,0,0.0,0.008752,0.021266,0.4811
A009171,Consumo,Metropolitana,2374518,897,0,0,0.0,0.003109,0.007304,0.6681
A006262,Tarjeta,Biobío,737982,789,90,248369,0.4,0.013245,0.039117,0.726
A006777,Consumo,Metropolitana,1901110,875,0,0,0.0,0.004181,0.010282,0.6534
A009104,Automotriz,Metropolitana,2508490,776,90,0,0.0,0.015749,0.036163,0.3443
A007767,Microempresa,Biobío,2676591,892,0,5326153,0.4,0.003326,0.007057,0.4893
A010364,Consumo,Metropolitana,1817570,673,0,0,0.0,0.060469,0.194253,0.6582
A005527,Consumo,Valparaíso,2057718,750,0,0,0.0,0.022231,0.074169,0.6119
A003591,Automotriz,Otras,2094068,776,0,0,0.0,0.015749,0.043982,0.3199
A004283,Consumo,Otras,974057,788,95,0,0.0,0.013423,0.040815,0.6959
A004720,Consumo,Metropolitana,280374,913,0,0,0.0,0.002506,0.00638,0.6552
A012897,Consumo,Metropolitana,3174317,803,0,0,0.0,0.010987,0.027137,0.6228
A004296,Microempresa,Valparaíso,4360430,919,0,6103754,0.4,0.002311,0.006919,0.5357
A012904,Consumo,Otras,2208504,690,0,0,0.0,0.048662,0.118605,0.6866
A003514,Automotriz,Metropolitana,961045,784,0,0,0.0,0.014158,0.040585,0.352
A006902,Consumo,Valparaíso,3059764,950,0,0,0.0,0.001522,0.004502,0.6736
A004647,Microempresa,Metropolitana,990763,929,0,306087,0.4,0.00202,0.005142,0.5288
A007593,Consumo,Metropolitana,6411244,917,0,0,0.0,0.002375,0.005799,0.6916
A012292,Consumo,Metropolitana,1764788,816,0,0,0.0,0.009233,0.027164,0.6419
A001722,Consumo,Valparaíso,1103656,818,0,0,0.0,0.008989,0.023869,0.592
A012315,Automotriz,Metropolitana,2353815,751,80,0,0.0,0.021939,0.060091,0.3639
A000352,Consumo,Otras,529422,758,0,0,0.0,0.019999,0.06707,0.4943
A014603,Tarjeta,Metropolitana,1649486,904,0,3058807,0.4,0.002829,0.007354,0.7381
A001175,Consumo,Valparaíso,1371004,739,0,0,0.0,0.025702,0.086669,0.6385
A012830,Consumo,Metropolitana,1483805,805,0,0,0.0,0.010697,0.036187,0.5757
A000031,Automotriz,Valparaíso,403522,535,0,0,0.0,0.293514,0.97,0.397
A004854,Tarjeta,Biobío,1094191,900,0,1262624,0.4,0.002986,0.0091,0.7243
A006074,Consumo,Otras,541286,932,0,0,0.0,0.00194,0.004782,0.649
A005715,Consumo,Biobío,546026,623,0,0,0.0,0.112289,0.255038,0.5868
A000558,Tarjeta,Valparaíso,743936,791,0,1020447,0.4,0.012896,0.037423,0.6891
A013550,Automotriz,Valparaíso,1247222,783,0,0,0.0,0.014347,0.044546,0.415
A011035,Consumo,Metropolitana,1096877,793,0,0,0.0,0.012557,0.035591,0.6104
A010088,Consumo,Otras,550823,837,0,0,0.0,0.006968,0.016683,0.6911
A010404,Tarjeta,Metropolitana,2835959,704,0,3110698,0.4,0.040615,0.089008,0.6944
A013180,Consumo,Otras,494136,859,0,0,0.0,0.005185,0.01241,0.5954
A010243,Consumo,Valparaíso,2573051,909,0,0,0.0,0.002645,0.007861,0.5349
A008366,Tarjeta,Biobío,912021,783,0,1229910,0.4,0.014347,0.046944,0.7366
A006886,Consumo,Metropolitana,3121318,720,0,0,0.0,0.032978,0.101522,0.5688
A013525,Automotriz,Metropolitana,694149,917,0,0,0.0,0.002375,0.006981,0.3612
A000366,Consumo,Metropolitana,2947609,842,0,0,0.0,0.006516,0.017768,0.6039
A003267,Consumo,Metropolitana,2037794,729,0,0,0.0,0.029312,0.071485,0.5966
A009656,Consumo,Metropolitana,279368,931,0,0,0.0,0.001966,0.006146,0.6554
A011250,Consumo,Metropolitana,1909393,736,90,0,0.0,0.026737,0.090123,0.584
A009051,Consumo,Metropolitana,1826853,916,0,0,0.0,0.002407,0.007095,0.6312
A009463,Tarjeta,Metropolitana,2504070,870,0,1843470,0.4,0.004472,0.014378,0.719
A012556,Consumo,Metropolitana,1305674,797,0,0,0.0,0.011904,0.029456,0.6929
A014151,Automotriz,Metropolitana,735223,880,0,0,0.0,0.003909,0.010617,0.34
A014315,Consumo,Metropolitana,1019658,847,0,0,0.0,0.006092,0.017772,0.7522
A013356,Consumo,Otras,3257559,885,0,0,0.0,0.003655,0.007686,0.6274
A014784,Consumo,Metropolitana,2592732,847,0,0,0.0,0.006092,0.013789,0.5946
A011086,Automotriz,Biobío,3202426,814,0,0,0.0,0.009484,0.031371,0.2753
A004993,Tarjeta,Otras,3080358,799,0,2250651,0.4,0.01159,0.030363,0.5876
A000216,Microempresa,Metropolitana,1721567,898,0,2260735,0.4,0.003068,0.009888,0.4905
A001119,Consumo,Biobío,1396699,840,8,0,0.0,0.006693,0.019435,0.582
A009323,Consumo,Otras,703406,859,74,0,0.0,0.005185,0.011548,0.5956
A000941,Automotriz,Metropolitana,3862220,840,0,0,0.0,0.006693,0.022177,0.3443
A005051,Consumo,Metropolitana,3167127,823,0,0,0.0,0.008407,0.025588,0.6239
A002294,Automotriz,Metropolitana,1916480,776,0,0,0.0,0.015749,0.043162,0.3702
A000109,Consumo,Otras,616726,791,0,0,0.0,0.012896,0.029086,0.6387
A007558,Automotriz,Otras,3467411,810,0,0,0.0,0.010005,0.027848,0.3666
A010201,Consumo,Metropolitana,1809663,801,0,0,0.0,0.011285,0.031113,0.6257
A006620,Tarjeta,Otras,187045,852,0,386813,0.4,0.005697,0.018626,0.6573
A010282,Consumo,Biobío,1464833,896,0,0,0.0,0.003151,0.009634,0.5664
A003377,Automotriz,Metropolitana,9407115,866,0,0,0.0,0.004719,0.010936,0.3528
A008998,Consumo,Valparaíso,2922410,745,63,0,0.0,0.023748,0.056291,0.6263
A005099,Consumo,Biobío,450784,861,0,0,0.0,0.005048,0.011154,0.6393
A013495,Tarjeta,Metropolitana,1312857,700,73,877344,0.4,0.042774,0.141152,0.7405
A002314,Consumo,Metropolitana,587693,821,0,0,0.0,0.008635,0.023398,0.6501
A003192,Tarjeta,Valparaíso,555375,904,0,574563,0.4,0.002829,0.007425,0.734
A014766,Automotriz,Metropolitana,394970,826,0,0,0.0,0.008076,0.026326,0.3566
A001094,Automotriz,Biobío,930522,840,0,0,0.0,0.006693,0.02025,0.4718
A004613,Consumo,Biobío,3377838,852,0,0,0.0,0.005697,0.014301,0.6033
A014114,Microempresa,Otras,377836,873,66,297052,0.4,0.004295,0.009094,0.572
A013319,Tarjeta,Otras,697272,744,0,493161,0.4,0.024063,0.076903,0.7013
A008573,Tarjeta,Metropolitana,180459,856,0,324683,0.4,0.005399,0.012544,0.7173
A006929,Consumo,Metropolitana,1018769,866,0,0,0.0,0.004719,0.014675,0.5781
A012120,Consumo,Otras,1638373,798,0,0,0.0,0.011746,0.025441,0.6271
A010965,Automotriz,Otras,442971,818,0,0,0.0,0.008989,0.019119,0.367
A004141,Tarjeta,Valparaíso,3113953,486,173,1289402,0.4,0.446156,0.97,0.6914
A005134,Consumo,Metropolitana,1064452,864,0,0,0.0,0.004848,0.011154,0.5208
A008649,Tarjeta,Metropolitana,762283,816,0,1481972,0.4,0.009233,0.019812,0.7527
A001731,Consumo,Biobío,10387013,830,0,0,0.0,0.007654,0.019216,0.5673
A012226,Automotriz,Metropolitana,942247,919,0,0,0.0,0.002311,0.006763,0.3507
A009386,Consumo,Otras,1739556,832,0,0,0.0,0.007451,0.017701,0.64
A004799,Tarjeta,Metropolitana,448288,923,15,933255,0.4,0.00219,0.007345,0.7445
A013959,Consumo,Biobío,2872467,813,81,0,0.0,0.009612,0.023491,0.5412
A007895,Consumo,Metropolitana,7854833,722,0,0,0.0,0.032127,0.099854,0.6173
A004393,Tarjeta,Valparaíso,2571926,750,248,2337551,0.4,0.022231,0.06641,0.6553
A014339,Consumo,Otras,1586499,825,0,0,0.0,0.008184,0.027682,0.649
A007421,Microempresa,Otras,4357348,839,0,4319193,0.4,0.006783,0.018992,0.5823
A014920,Consumo,Otras,1069558,871,0,0,0.0,0.004412,0.013367,0.5859
A009128,Automotriz,Biobío,1317711,905,0,0,0.0,0.002792,0.007951,0.3658
A012842,Automotriz,Biobío,1272889,750,0,0,0.0,0.022231,0.06404,0.418
A013673,Tarjeta,Metropolitana,259523,841,0,449554,0.4,0.006604,0.015086,0.6212
A010994,Automotriz,Otras,1741955,735,0,0,0.0,0.027091,0.078083,0.2897
A007424,Microempresa,Biobío,4808797,908,0,8313791,0.4,0.002681,0.006806,0.5062
A006300,Tarjeta,Metropolitana,6385113,809,0,7559058,0.4,0.01014,0.025809,0.6207
A006960,Automotriz,Metropolitana,2549737,787,0,0,0.0,0.013603,0.030058,0.3627
A003749,Consumo,Metropolitana,1303544,793,3,0,0.0,0.012557,0.027005,0.6175
A002675,Consumo,Metropolitana,3366592,764,0,0,0.0,0.01847,0.044668,0.7014
A006930,Microempresa,Valparaíso,3448510,701,171,7313427,0.4,0.042224,0.098526,0.4893
A010717,Consumo,Metropolitana,2241049,895,0,0,0.0,0.003194,0.007885,0.6215
A002562,Automotriz,Metropolitana,963461,801,0,0,0.0,0.011285,0.037245,0.3414
A012651,Consumo,Metropolitana,2368088,945,0,0,0.0,0.001628,0.00544,0.5652
A010483,Consumo,Valparaíso,1049689,806,0,0,0.0,0.010555,0.029155,0.6658
A011079,Microempresa,Otras,2341979,929,0,3487355,0.4,0.00202,0.00447,0.6139
A003933,Microempresa,Metropolitana,2462519,844,0,887029,0.4,0.006343,0.020824,0.5425
A010929,Consumo,Metropolitana,955476,855,0,0,0.0,0.005472,0.01697,0.646
A000694,Consumo,Otras,4086394,629,196,0,0.0,0.104458,0.335408,0.5792
A008748,Automotriz,Metropolitana,2813332,806,0,0,0.0,0.010555,0.034683,0.3426
A010303,Tarjeta,Metropolitana,5547702,878,0,5679998,0.4,0.004016,0.010387,0.6707
A010059,Microempresa,Otras,932849,843,0,529473,0.4,0.006429,0.016091,0.6278
A012630,Consumo,Metropolitana,1259301,793,0,0,0.0,0.012557,0.038443,0.6169
A002626,Tarjeta,Biobío,7380602,905,0,16116410,0.4,0.002792,0.008562,0.6544
A005145,Tarjeta,Valparaíso,1956082,858,0,1844749,0.4,0.005255,0.013811,0.7568
A014118,Tarjeta,Biobío,1479962,873,0,2906398,0.4,0.004295,0.011915,0.7196
A003216,Consumo,Otras,2110912,788,0,0,0.0,0.013423,0.032329,0.6087
A000903,Automotriz,Metropolitana,3394885,894,0,0,0.0,0.003237,0.009126,0.3679
A000738,Microempresa,Otras,2126791,701,132,4285788,0.4,0.042224,0.094043,0.5852
A010274,Automotriz,Metropolitana,100036,848,0,0,0.0,0.006011,0.018775,0.3733
A008991,Consumo,Metropolitana,554349,950,0,0,0.0,0.001522,0.003208,0.6199
A004220,Tarjeta,Metropolitana,908792,824,0,1355864,0.4,0.008295,0.024629,0.719
A006912,Consumo,Valparaíso,480629,888,0,0,0.0,0.00351,0.01057,0.609
A001939,Microempresa,Biobío,375075,675,70,765557,0.4,0.058952,0.148398,0.6081
A002622,Automotriz,Otras,4229940,852,0,0,0.0,0.005697,0.017973,0.3506
A002481,Consumo,Valparaíso,2173115,789,18,0,0.0,0.013245,0.033852,0.6167
A002114,Tarjeta,Otras,2137626,733,54,870412,0.4,0.027813,0.090589,0.7187
A010385,Consumo,Metropolitana,1072792,730,0,0,0.0,0.02893,0.066668,0.67
A010077,Microempresa,Otras,3410823,824,0,1352283,0.4,0.008295,0.024227,0.571
A002353,Tarjeta,Metropolitana,1532388,735,0,1279311,0.4,0.027091,0.059559,0.6616
A014934,Tarjeta,Otras,475906,761,0,513056,0.4,0.019219,0.051491,0.7481
A008575,Automotriz,Otras,1327615,893,0,0,0.0,0.003281,0.009513,0.3761
A013754,Consumo,Metropolitana,757914,815,0,0,0.0,0.009358,0.024825,0.5437
A007636,Microempresa,Metropolitana,274389,774,0,556311,0.4,0.016173,0.042988,0.6742
A001867,Automotriz,Metropolitana,2842654,950,0,0,0.0,0.001522,0.004918,0.3622
A013598,Consumo,Metropolitana,294612,950,80,0,0.0,0.001522,0.003829,0.638
A010410,Consumo,Valparaíso,3823498,723,60,0,0.0,0.031709,0.070306,0.6491
A003845,Consumo,Otras,309635,811,0,0,0.0,0.009872,0.032466,0.5989
A006261,Microempresa,Metropolitana,7105502,889,5,8655111,0.4,0.003463,0.010039,0.574
A003433,Tarjeta,Otras,3854593,900,0,3677377,0.4,0.002986,0.008136,0.6501
A007040,Tarjeta,Metropolitana,2167093,931,0,1100366,0.4,0.001966,0.004381,0.7381
A010276,Automotriz,Metropolitana,3390471,505,90,0,0.0,0.383913,0.886327,0.3741
A002284,Consumo,Otras,1098151,929,45,0,0.0,0.00202,0.004856,0.5787
A011525,Automotriz,Otras,1981583,795,61,0,0.0,0.012226,0.041294,0.4517
A008236,Consumo,Metropolitana,907218,862,0,0,0.0,0.00498,0.011138,0.6646
A000460,Consumo,Metropolitana,2371397,919,0,0,0.0,0.002311,0.006567,0.5738
A002916,Tarjeta,Otras,491824,950,0,213198,0.4,0.001522,0.004093,0.7184
A001703,Consumo,Metropolitana,2288281,838,0,0,0.0,0.006875,0.017473,0.6381
A011803,Tarjeta,Otras,1891125,816,0,2495619,0.4,0.009233,0.022962,0.677
A003894,Consumo,Metropolitana,1801943,702,0,0,0.0,0.041681,0.105392,0.5922
A010298,Automotriz,Metropolitana,1422576,739,0,0,0.0,0.025702,0.071807,0.4221
A013794,Consumo,Metropolitana,503014,809,0,0,0.0,0.01014,0.032484,0.6326
A013877,Microempresa,Biobío,664508,786,0,1370622,0.4,0.013785,0.035283,0.5873
A010996,Consumo,Otras,3678236,730,222,0,0.0,0.02893,0.087952,0.5864
A010708,Tarjeta,Metropolitana,2606119,800,0,4998206,0.4,0.011436,0.035076,0.7699
A003657,Consumo,Metropolitana,4655492,603,90,0,0.0,0.14218,0.404446,0.6833
A009091,Tarjeta,Valparaíso,130334,950,0,220872,0.4,0.001522,0.003384,0.6546
A007853,Consumo,Biobío,191536,909,0,0,0.0,0.002645,0.00665,0.6014
A002612,Automotriz,Metropolitana,1607537,906,0,0,0.0,0.002754,0.008918,0.3792
A004425,Tarjeta,Metropolitana,3864584,825,2,2980646,0.4,0.008184,0.025507,0.6082
A009774,Automotriz,Valparaíso,1351528,861,0,0,0.0,0.005048,0.010838,0.3951
A009899,Tarjeta,Valparaíso,1507908,812,38,3163402,0.4,0.009741,0.027079,0.7099
A005484,Microempresa,Otras,2845117,930,0,5920251,0.4,0.001993,0.004935,0.5
A008256,Consumo,Valparaíso,1307709,794,0,0,0.0,0.01239,0.035024,0.6337
A002662,Consumo,Biobío,2108930,694,0,0,0.0,0.04622,0.101246,0.6926
A009140,Automotriz,Biobío,975023,836,0,0,0.0,0.007062,0.02361,0.3823
A009634,Consumo,Metropolitana,819632,779,0,0,0.0,0.015132,0.041138,0.584
A009343,Consumo,Metropolitana,1183911,867,0,0,0.0,0.004656,0.015563,0.5681
A002166,Tarjeta,Valparaíso,2284028,818,151,2677244,0.4,0.008989,0.030406,0.6869
A003233,Consumo,Biobío,4669898,828,0,0,0.0,0.007862,0.026707,0.6407
A005433,Automotriz,Metropolitana,339928,950,0,0,0.0,0.001522,0.003604,0.4992
A006765,Consumo,Metropolitana,1217029,907,32,0,0.0,0.002717,0.008635,0.5802
A000819,Tarjeta,Metropolitana,129863,791,0,173649,0.4,0.012896,0.031621,0.7782
A005746,Tarjeta,Otras,2330726,945,0,3247160,0.4,0.001628,0.005368,0.7162
A001379,Consumo,Biobío,1687763,771,0,0,0.0,0.016831,0.051262,0.5748
A000787,Automotriz,Metropolitana,3603109,911,141,0,0.0,0.002575,0.006399,0.3969
A003151,Microempresa,Otras,1992550,813,0,972380,0.4,0.009612,0.023322,0.4456
A004299,Tarjeta,Metropolitana,2640532,814,0,2384079,0.4,0.009484,0.031182,0.7159
A000915,Microempresa,Otras,1155714,838,0,1432286,0.4,0.006875,0.020569,0.5841
A008699,Tarjeta,Otras,320203,738,0,656406,0.4,0.026043,0.076837,0.6203
A014654,Consumo,Metropolitana,295214,909,0,0,0.0,0.002645,0.006582,0.6322
A001448,Automotriz,Metropolitana,334426,808,0,0,0.0,0.010276,0.028285,0.2219
A012091,Tarjeta,Biobío,240144,918,0,507252,0.4,0.002343,0.005603,0.6971
A006591,Consumo,Otras,908792,760,0,0,0.0,0.019476,0.053572,0.6438
A001052,Tarjeta,Otras,3378649,932,0,1853925,0.4,0.00194,0.005695,0.758
A002913,Consumo,Otras,1509004,927,182,0,0.0,0.002075,0.006296,0.673
A011045,Automotriz,Metropolitana,3128501,912,37,0,0.0,0.00254,0.006941,0.3388
A014657,Tarjeta,Metropolitana,681368,883,0,1457948,0.4,0.003754,0.011021,0.6404
A005673,Microempresa,Valparaíso,1336477,933,0,2486153,0.4,0.001914,0.005521,0.6108
A013334,Consumo,Metropolitana,2942873,793,0,0,0.0,0.012557,0.034328,0.5789
A011725,Tarjeta,Metropolitana,934804,830,0,458515,0.4,0.007654,0.02177,0.7458
A009061,Consumo,Biobío,5640898,734,0,0,0.0,0.02745,0.069472,0.5827
A013310,Consumo,Otras,1781726,731,0,0,0.0,0.028553,0.091353,0.601
A001109,Automotriz,Otras,2058614,877,0,0,0.0,0.00407,0.013581,0.3325
A002861,Tarjeta,Metropolitana,786471,887,0,1022927,0.4,0.003557,0.011098,0.7374
A004246,Automotriz,Otras,1670997,889,0,0,0.0,0.003463,0.011512,0.4412
A004236,Microempresa,Biobío,3143248,838,186,5293442,0.4,0.006875,0.017519,0.5698
A002080,Consumo,Metropolitana,887676,829,0,0,0.0,0.007757,0.023965,0.702
A001931,Microempresa,Metropolitana,988941,800,0,1816498,0.4,0.011436,0.0342,0.4872
A011491,Automotriz,Metropolitana,3030213,891,0,0,0.0,0.003371,0.010113,0.3393
A012358,Tarjeta,Metropolitana,2182298,816,0,4238974,0.4,0.009233,0.025618,0.7122
A012765,Microempresa,Metropolitana,765513,901,0,1393140,0.4,0.002946,0.007243,0.606
A010487,Consumo,Metropolitana,504315,825,0,0,0.0,0.008184,0.018824,0.6378
A007263,Tarjeta,Otras,3451913,776,0,2913154,0.4,0.015749,0.03879,0.8047
A000431,Consumo,Otras,222049,888,0,0,0.0,0.00351,0.010832,0.639
A001549,Consumo,Metropolitana,467764,941,0,0,0.0,0.001718,0.005772,0.6159
A012223,Tarjeta,Metropolitana,1422571,726,97,2167206,0.4,0.030488,0.085325,0.6976
A001804,Consumo,Metropolitana,4869920,679,90,0,0.0,0.056024,0.119184,0.6045
A011735,Consumo,Metropolitana,7156520,950,0,0,0.0,0.001522,0.005036,0.6726
A014804,Tarjeta,Biobío,1050343,884,0,2199650,0.4,0.003704,0.008557,0.7348
A011018,Tarjeta,Otras,780769,703,0,705636,0.4,0.041145,0.137323,0.7376
A006924,Microempresa,Metropolitana,1545426,847,0,695659,0.4,0.006092,0.013236,0.5315
A005456,Consumo,Metropolitana,4523586,563,90,0,0.0,0.221533,0.498373,0.6288
A002801,Tarjeta,Biobío,5440739,905,212,5261464,0.4,0.002792,0.008686,0.6927
A009585,Tarjeta,Biobío,165539,831,55,334000,0.4,0.007552,0.018053,0.8955
A000633,Consumo,Valparaíso,1910002,737,61,0,0.0,0.026388,0.078822,0.5876
A009486,Tarjeta,Valparaíso,640501,945,66,398589,0.4,0.001628,0.004429,0.6364
A005725,Consumo,Valparaíso,608577,928,0,0,0.0,0.002047,0.006197,0.5688
A011968,Consumo,Otras,264865,914,0,0,0.0,0.002473,0.006427,0.5798
A010535,Consumo,Metropolitana,7153305,718,90,0,0.0,0.033851,0.079485,0.6325
A002954,Tarjeta,Otras,3508441,819,0,6433630,0.4,0.00887,0.018638,0.7371
A011859,Consumo,Biobío,1591719,755,0,0,0.0,0.020809,0.065692,0.6414
A007220,Consumo,Otras,1805254,950,0,0,0.0,0.001522,0.004717,0.6106
A006225,Consumo,Metropolitana,2605155,933,0,0,0.0,0.001914,0.004949,0.5562
A004826,Microempresa,Otras,7311102,830,120,4192757,0.4,0.007654,0.02248,0.573
A005660,Consumo,Valparaíso,673761,850,90,0,0.0,0.005852,0.014554,0.6804
A009183,Automotriz,Valparaíso,232583,848,0,0,0.0,0.006011,0.020347,0.4172
A011507,Microempresa,Valparaíso,967864,778,0,2056334,0.4,0.015335,0.039978,0.5718
A005990,Consumo,Metropolitana,3329481,779,0,0,0.0,0.015132,0.033738,0.6231
A002486,Consumo,Valparaíso,757717,887,0,0,0.0,0.003557,0.008805,0.6578
A012895,Automotriz,Valparaíso,1306543,869,0,0,0.0,0.004533,0.014527,0.3828
A010912,Automotriz,Metropolitana,453311,950,86,0,0.0,0.001522,0.003302,0.2816
A007957,Consumo,Otras,1935031,714,104,0,0.0,0.035664,0.114141,0.6319
A000487,Consumo,Metropolitana,2303511,848,0,0,0.0,0.006011,0.018263,0.6372
A014587,Consumo,Metropolitana,1434213,783,0,0,0.0,0.014347,0.038838,0.6936
A002559,Consumo,Biobío,554183,945,17,0,0.0,0.001628,0.003667,0.6634
A001356,Consumo,Otras,462704,858,0,0,0.0,0.005255,0.015747,0.5822
A004850,Automotriz,Metropolitana,1125319,902,0,0,0.0,0.002907,0.006861,0.4554
A013595,Microempresa,Biobío,687606,844,69,239096,0.4,0.006343,0.014191,0.4734
A009443,Microempresa,Valparaíso,2077972,584,305,4365835,0.4,0.176457,0.565805,0.6103
A005530,Tarjeta,Metropolitana,3728573,892,0,2600659,0.4,0.003326,0.00902,0.7944
A011798,Consumo,Valparaíso,1972980,803,0,0,0.0,0.010987,0.029188,0.5261
A005474,Consumo,Otras,552967,703,0,0,0.0,0.041145,0.116666,0.5363
A003050,Microempresa,Otras,1634940,882,0,1299800,0.4,0.003805,0.012124,0.5462
A006676,Microempresa,Metropolitana,2150375,950,0,4178909,0.4,0.001522,0.005146,0.569
A014123,Automotriz,Otras,538063,788,0,0,0.0,0.013423,0.035115,0.3357
A002011,Consumo,Metropolitana,184033,950,0,0,0.0,0.001522,0.003428,0.5049
A000860,Consumo,Otras,3099115,727,133,0,0.0,0.030091,0.077841,0.5844
A009681,Tarjeta,Metropolitana,6611222,848,0,6982545,0.4,0.006011,0.01339,0.6452
A012182,Microempresa,Metropolitana,769080,775,0,513928,0.4,0.015959,0.042846,0.518
A010824,Automotriz,Otras,2388564,819,58,0,0.0,0.00887,0.019201,0.4086
A007243,Tarjeta,Valparaíso,2055211,949,0,1774139,0.4,0.001542,0.004588,0.7243
A013188,Tarjeta,Metropolitana,2422256,759,0,2424971,0.4,0.019735,0.063398,0.7582
A005726,Consumo,Otras,350774,850,0,0,0.0,0.005852,0.019882,0.6343
A014295,Consumo,Metropolitana,745554,915,0,0,0.0,0.00244,0.006866,0.6754
A014941,Consumo,Metropolitana,321736,867,42,0,0.0,0.004656,0.010344,0.636
A010350,Consumo,Metropolitana,1421328,763,0,0,0.0,0.018716,0.044822,0.66
A011815,Tarjeta,Otras,1082673,910,0,1527234,0.4,0.00261,0.00886,0.6771
A008389,Automotriz,Metropolitana,168550,766,0,0,0.0,0.017986,0.039132,0.3771
A002636,Tarjeta,Otras,4092512,874,10,5331923,0.4,0.004238,0.008936,0.7196
A009383,Consumo,Metropolitana,181611,835,61,0,0.0,0.007157,0.021781,0.5299
A004919,Tarjeta,Metropolitana,2262925,919,0,4609106,0.4,0.002311,0.005402,0.6873
A012971,Automotriz,Metropolitana,5573392,781,128,0,0.0,0.014735,0.032578,0.3976
A000754,Automotriz,Otras,1943823,944,0,0,0.0,0.00165,0.005261,0.5082
A009154,Tarjeta,Otras,715574,851,0,1112548,0.4,0.005774,0.019242,0.6794
A005654,Tarjeta,Otras,5497319,845,0,5727287,0.4,0.006258,0.01404,0.6642
A003036,Tarjeta,Biobío,295866,814,0,429609,0.4,0.009484,0.024973,0.668
A002402,Tarjeta,Valparaíso,3634952,800,109,1312964,0.4,0.011436,0.034494,0.8122
A011615,Tarjeta,Metropolitana,941575,821,164,407160,0.4,0.008635,0.025514,0.6576
A005464,Consumo,Metropolitana,1693124,740,0,0,0.0,0.025366,0.083245,0.5369
